env_id,N,baseline_reward_mean,baseline_reward_std,shaped_reward_mean,shaped_reward_std,reward_pct_improvement,reward_W,reward_Z,reward_p,reward_r,reward_sig,reward_effect_label,baseline_goal_mean,baseline_goal_std,shaped_goal_mean,shaped_goal_std,goal_pct_improvement,goal_W,goal_Z,goal_p,goal_r,goal_sig,goal_effect_label
MiniGrid-DoorKey-6x6-v0,3,0.7058,0.29,0.8534,0.0281,20.91,2.0,0.3186,0.75,0.184,ns,Small,0.9467,0.0924,0.9967,0.0058,5.28,1.0,0.0,1.0,0.0,ns,Negligible
MiniGrid-Empty-Random-6x6-v0,3,0.9591,0.0202,0.9592,0.0202,0.0,0.0,0.0,1.0,0.0,ns,Negligible,1.0,0.0,1.0,0.0,0.0,nan,0.0,1.0,0.0,ns,Negligible
