env_id,N,baseline_reward_mean,baseline_reward_std,shaped_reward_mean,shaped_reward_std,reward_pct_improvement,reward_W,reward_Z,reward_p,reward_r,reward_sig,reward_effect_label,baseline_goal_mean,baseline_goal_std,shaped_goal_mean,shaped_goal_std,goal_pct_improvement,goal_W,goal_Z,goal_p,goal_r,goal_sig,goal_effect_label
MiniGrid-DoorKey-10x10-v0,3,-9.8343,0.2206,0.7236,0.0304,107.36,0.0,1.1503,0.25,0.6642,ns,Large,0.0,0.0,0.9873,0.0053,0.0,0.0,1.1503,0.25,0.6642,ns,Large
