global_step,episodic_return,episodic_length,goal_reached,epsilon
77050,0.954296875,13,1,0.05
77081,0.891015625,31,1,0.05
77092,0.961328125,11,1,0.05
77152,0.7890625,60,1,0.05
77165,0.954296875,13,1,0.05
77180,0.947265625,15,1,0.05
77238,0.79609375,58,1,0.05
77251,0.954296875,13,1,0.05
77262,0.961328125,11,1,0.05
77303,0.855859375,41,1,0.05
77314,0.961328125,11,1,0.05
77382,0.7609375,68,1,0.05
77435,0.813671875,53,1,0.05
77448,0.954296875,13,1,0.05
77461,0.954296875,13,1,0.05
77472,0.961328125,11,1,0.05
77555,0.708203125,83,1,0.05
77570,0.947265625,15,1,0.05
77603,0.883984375,33,1,0.05
77614,0.961328125,11,1,0.05
77625,0.961328125,11,1,0.05
77636,0.961328125,11,1,0.05
77647,0.961328125,11,1,0.05
77660,0.954296875,13,1,0.05
77677,0.940234375,17,1,0.05
77698,0.926171875,21,1,0.05
77749,0.820703125,51,1,0.05
77770,0.926171875,21,1,0.05
77807,0.869921875,37,1,0.05
77825,0.93671875,18,1,0.05
77836,0.961328125,11,1,0.05
77849,0.954296875,13,1,0.05
77888,0.862890625,39,1,0.05
77914,0.90859375,26,1,0.05
77925,0.961328125,11,1,0.05
77936,0.961328125,11,1,0.05
77949,0.954296875,13,1,0.05
77988,0.862890625,39,1,0.05
78055,0.764453125,67,1,0.05
78068,0.954296875,13,1,0.05
78324,0.0,256,0,0.05
78580,0.0,256,0,0.05
78784,0.2828125,204,1,0.05
78950,0.41640625,166,1,0.05
79002,0.8171875,52,1,0.05
79129,0.553515625,127,1,0.05
79256,0.553515625,127,1,0.05
79310,0.81015625,54,1,0.05
79342,0.8875,32,1,0.05
79559,0.23710937499999996,217,1,0.05
79638,0.7222656249999999,79,1,0.05
79732,0.6695312499999999,94,1,0.05
79808,0.7328125,76,1,0.05
79863,0.806640625,55,1,0.05
79932,0.757421875,69,1,0.05
80024,0.6765625,92,1,0.05
80059,0.876953125,35,1,0.05
80094,0.876953125,35,1,0.05
80117,0.919140625,23,1,0.05
80129,0.9578125,12,1,0.05
80140,0.961328125,11,1,0.05
80151,0.961328125,11,1,0.05
80188,0.869921875,37,1,0.05
80199,0.961328125,11,1,0.05
80304,0.630859375,105,1,0.05
80388,0.7046874999999999,84,1,0.05
80411,0.919140625,23,1,0.05
80459,0.83125,48,1,0.05
80470,0.961328125,11,1,0.05
80524,0.81015625,54,1,0.05
80535,0.961328125,11,1,0.05
80576,0.855859375,41,1,0.05
80591,0.947265625,15,1,0.05
80631,0.859375,40,1,0.05
80644,0.954296875,13,1,0.05
80693,0.827734375,49,1,0.05
80704,0.961328125,11,1,0.05
80746,0.85234375,42,1,0.05
80757,0.961328125,11,1,0.05
80788,0.891015625,31,1,0.05
80811,0.919140625,23,1,0.05
80824,0.954296875,13,1,0.05
80849,0.912109375,25,1,0.05
80868,0.933203125,19,1,0.05
80879,0.961328125,11,1,0.05
80927,0.83125,48,1,0.05
80947,0.9296875,20,1,0.05
80978,0.891015625,31,1,0.05
80989,0.961328125,11,1,0.05
81034,0.841796875,45,1,0.05
81045,0.961328125,11,1,0.05
81108,0.778515625,63,1,0.05
81121,0.954296875,13,1,0.05
81132,0.961328125,11,1,0.05
81158,0.90859375,26,1,0.05
81187,0.898046875,29,1,0.05
81210,0.919140625,23,1,0.05
81255,0.841796875,45,1,0.05
81278,0.919140625,23,1,0.05
81339,0.785546875,61,1,0.05
81413,0.7398437499999999,74,1,0.05
81426,0.954296875,13,1,0.05
81558,0.5359375,132,1,0.05
81616,0.79609375,58,1,0.05
81645,0.898046875,29,1,0.05
81674,0.898046875,29,1,0.05
81722,0.83125,48,1,0.05
81768,0.83828125,46,1,0.05
81798,0.89453125,30,1,0.05
81825,0.905078125,27,1,0.05
81854,0.898046875,29,1,0.05
81884,0.89453125,30,1,0.05
81916,0.8875,32,1,0.05
81954,0.86640625,38,1,0.05
82095,0.504296875,141,1,0.05
82150,0.806640625,55,1,0.05
82163,0.954296875,13,1,0.05
82243,0.71875,80,1,0.05
82375,0.5359375,132,1,0.05
82429,0.81015625,54,1,0.05
82508,0.7222656249999999,79,1,0.05
82552,0.8453125,44,1,0.05
82596,0.8453125,44,1,0.05
82688,0.6765625,92,1,0.05
82705,0.940234375,17,1,0.05
82804,0.6519531249999999,99,1,0.05
82831,0.905078125,27,1,0.05
82914,0.708203125,83,1,0.05
82929,0.947265625,15,1,0.05
83020,0.680078125,91,1,0.05
83033,0.954296875,13,1,0.05
83055,0.92265625,22,1,0.05
83098,0.848828125,43,1,0.05
83242,0.49375,144,1,0.05
83253,0.961328125,11,1,0.05
83264,0.961328125,11,1,0.05
83279,0.947265625,15,1,0.05
83302,0.919140625,23,1,0.05
83383,0.715234375,81,1,0.05
83406,0.919140625,23,1,0.05
83417,0.961328125,11,1,0.05
83432,0.947265625,15,1,0.05
83587,0.455078125,155,1,0.05
83719,0.5359375,132,1,0.05
83921,0.28984374999999996,202,1,0.05
84106,0.349609375,185,1,0.05
84135,0.898046875,29,1,0.05
84146,0.961328125,11,1,0.05
84207,0.785546875,61,1,0.05
84272,0.771484375,65,1,0.05
84528,0.0,256,0,0.05
84595,0.764453125,67,1,0.05
84686,0.680078125,91,1,0.05
84942,0.0,256,0,0.05
85000,0.79609375,58,1,0.05
85256,0.0,256,0,0.05
85277,0.926171875,21,1,0.05
85368,0.680078125,91,1,0.05
85521,0.46210937499999993,153,1,0.05
85560,0.862890625,39,1,0.05
85668,0.6203125,108,1,0.05
85691,0.919140625,23,1,0.05
85724,0.883984375,33,1,0.05
85888,0.4234375,164,1,0.05
86144,0.0,256,0,0.05
86202,0.79609375,58,1,0.05
86432,0.19140625,230,1,0.05
86632,0.296875,200,1,0.05
86711,0.7222656249999999,79,1,0.05
86788,0.729296875,77,1,0.05
87044,0.0,256,0,0.05
87239,0.314453125,195,1,0.05
87292,0.813671875,53,1,0.05
87331,0.862890625,39,1,0.05
87408,0.729296875,77,1,0.05
87483,0.736328125,75,1,0.05
87522,0.862890625,39,1,0.05
87778,0.0,256,0,0.05
88021,0.14570312499999993,243,1,0.05
88052,0.891015625,31,1,0.05
88308,0.0,256,0,0.05
88564,0.0,256,0,0.05
88661,0.658984375,97,1,0.05
88917,0.0,256,0,0.05
89163,0.13515624999999998,246,1,0.05
89419,0.0,256,0,0.05
89675,0.0,256,0,0.05
89931,0.0,256,0,0.05
90039,0.6203125,108,1,0.05
90236,0.30742187499999996,197,1,0.05
90335,0.6519531249999999,99,1,0.05
90591,0.0,256,0,0.05
90847,0.0,256,0,0.05
91061,0.24765625000000002,214,1,0.05
91317,0.0,256,0,0.05
91573,0.0,256,0,0.05
91780,0.27226562499999996,207,1,0.05
91996,0.24062499999999998,216,1,0.05
92241,0.138671875,245,1,0.05
92497,0.0,256,0,0.05
92648,0.469140625,151,1,0.05
92661,0.954296875,13,1,0.05
92917,0.0,256,0,0.05
93084,0.41289062499999996,167,1,0.05
93340,0.0,256,0,0.05
93596,0.0,256,0,0.05
93852,0.0,256,0,0.05
94108,0.0,256,0,0.05
94318,0.26171875,210,1,0.05
94574,0.0,256,0,0.05
94830,0.0,256,0,0.05
94957,0.553515625,127,1,0.05
95211,0.10703125000000002,254,1,0.05
95467,0.0,256,0,0.05
95629,0.43046874999999996,162,1,0.05
95821,0.32499999999999996,192,1,0.05
96077,0.0,256,0,0.05
96098,0.926171875,21,1,0.05
96214,0.5921875,116,1,0.05
96237,0.919140625,23,1,0.05
96258,0.926171875,21,1,0.05
96473,0.244140625,215,1,0.05
96647,0.38828125,174,1,0.05
96660,0.954296875,13,1,0.05
96805,0.490234375,145,1,0.05
96822,0.940234375,17,1,0.05
96906,0.7046874999999999,84,1,0.05
97162,0.0,256,0,0.05
97341,0.370703125,179,1,0.05
97547,0.27578125,206,1,0.05
97715,0.40937499999999993,168,1,0.05
97802,0.694140625,87,1,0.05
97895,0.673046875,93,1,0.05
98151,0.0,256,0,0.05
98184,0.883984375,33,1,0.05
98223,0.862890625,39,1,0.05
98271,0.83125,48,1,0.05
98330,0.792578125,59,1,0.05
98564,0.17734375000000002,234,1,0.05
98768,0.2828125,204,1,0.05
98848,0.71875,80,1,0.05
98961,0.602734375,113,1,0.05
99038,0.729296875,77,1,0.05
99081,0.848828125,43,1,0.05
99146,0.771484375,65,1,0.05
99217,0.750390625,71,1,0.05
99260,0.848828125,43,1,0.05
99359,0.6519531249999999,99,1,0.05
99406,0.834765625,47,1,0.05
99433,0.905078125,27,1,0.05
99474,0.855859375,41,1,0.05
99513,0.862890625,39,1,0.05
99530,0.940234375,17,1,0.05
99557,0.905078125,27,1,0.05
99578,0.926171875,21,1,0.05
99607,0.898046875,29,1,0.05
99644,0.869921875,37,1,0.05
99715,0.750390625,71,1,0.05
99778,0.778515625,63,1,0.05
99789,0.961328125,11,1,0.05
99830,0.855859375,41,1,0.05
99861,0.891015625,31,1,0.05
99894,0.883984375,33,1,0.05
99989,0.666015625,95,1,0.05
