global_step,episodic_return,episodic_length,goal_reached,epsilon
16379,0.384765625,175,1,0.7406658333333334
16431,0.8171875,52,1,0.7398425
16633,0.28984374999999996,202,1,0.7366441666666667
16754,0.574609375,121,1,0.7347283333333333
16839,0.701171875,85,1,0.7333825
17095,0.0,256,0,0.7293291666666667
17351,0.0,256,0,0.7252758333333333
17374,0.919140625,23,1,0.7249116666666666
17587,0.25117187499999993,213,1,0.7215391666666666
17790,0.28632812499999993,203,1,0.718325
17869,0.7222656249999999,79,1,0.7170741666666667
18125,0.0,256,0,0.7130208333333333
18196,0.750390625,71,1,0.7118966666666666
18297,0.644921875,101,1,0.7102975
18353,0.803125,56,1,0.7094108333333333
18443,0.68359375,90,1,0.7079858333333333
18513,0.75390625,70,1,0.7068775
18694,0.363671875,181,1,0.7040116666666667
18841,0.48320312499999996,147,1,0.7016841666666667
18891,0.82421875,50,1,0.7008925
18965,0.7398437499999999,74,1,0.6997208333333333
19221,0.0,256,0,0.6956675
19308,0.694140625,87,1,0.6942900000000001
19393,0.701171875,85,1,0.6929441666666667
19476,0.708203125,83,1,0.69163
19590,0.5992187499999999,114,1,0.689825
19638,0.83125,48,1,0.689065
19735,0.658984375,97,1,0.6875291666666667
19784,0.827734375,49,1,0.6867533333333333
19837,0.813671875,53,1,0.6859141666666666
19915,0.72578125,78,1,0.6846791666666667
19976,0.785546875,61,1,0.6837133333333334
20022,0.83828125,46,1,0.682985
20043,0.926171875,21,1,0.6826525
20217,0.38828125,174,1,0.6798975
20278,0.785546875,61,1,0.6789316666666667
20357,0.7222656249999999,79,1,0.6776808333333333
20509,0.46562499999999996,152,1,0.6752741666666666
20615,0.62734375,106,1,0.6735958333333334
20778,0.42695312499999993,163,1,0.671015
20886,0.6203125,108,1,0.669305
20942,0.803125,56,1,0.6684183333333333
21111,0.405859375,169,1,0.6657425
21261,0.47265625,150,1,0.6633675
21299,0.86640625,38,1,0.6627658333333333
21555,0.0,256,0,0.6587125
21689,0.5289062499999999,134,1,0.6565908333333333
21945,0.0,256,0,0.6525375
22069,0.5640624999999999,124,1,0.6505741666666667
22292,0.21601562499999993,223,1,0.6470433333333334
22403,0.609765625,111,1,0.6452858333333333
22659,0.0,256,0,0.6412325
22747,0.690625,88,1,0.6398391666666667
22818,0.750390625,71,1,0.638715
22899,0.715234375,81,1,0.6374325000000001
22947,0.83125,48,1,0.6366725
23203,0.0,256,0,0.6326191666666667
23295,0.6765625,92,1,0.6311625000000001
23344,0.827734375,49,1,0.6303866666666667
23591,0.13164062499999996,247,1,0.6264758333333333
23726,0.525390625,135,1,0.6243383333333333
23885,0.441015625,159,1,0.6218208333333333
23962,0.729296875,77,1,0.6206016666666667
24029,0.764453125,67,1,0.6195408333333333
24285,0.0,256,0,0.6154875
24489,0.2828125,204,1,0.6122575
24625,0.521875,136,1,0.6101041666666667
24881,0.0,256,0,0.6060508333333333
25082,0.293359375,201,1,0.6028683333333333
25157,0.736328125,75,1,0.6016808333333333
25195,0.86640625,38,1,0.6010791666666666
25246,0.820703125,51,1,0.6002716666666666
25339,0.673046875,93,1,0.5987991666666667
25396,0.799609375,57,1,0.5978966666666667
25501,0.630859375,105,1,0.5962341666666666
25548,0.834765625,47,1,0.5954900000000001
25717,0.405859375,169,1,0.5928141666666666
25767,0.82421875,50,1,0.5920225
26023,0.0,256,0,0.5879691666666667
26112,0.6871093749999999,89,1,0.58656
26174,0.78203125,62,1,0.5855783333333333
26204,0.89453125,30,1,0.5851033333333333
26457,0.11054687499999993,253,1,0.5810975
26639,0.36015624999999996,182,1,0.5782158333333334
26684,0.841796875,45,1,0.5775033333333333
26733,0.827734375,49,1,0.5767275000000001
26780,0.834765625,47,1,0.5759833333333333
26863,0.708203125,83,1,0.5746691666666667
26898,0.876953125,35,1,0.5741149999999999
27109,0.258203125,211,1,0.5707741666666667
27230,0.574609375,121,1,0.5688583333333334
27299,0.757421875,69,1,0.5677658333333333
27374,0.736328125,75,1,0.5665783333333334
27456,0.71171875,82,1,0.56528
27712,0.0,256,0,0.5612266666666667
27809,0.658984375,97,1,0.5596908333333334
28065,0.0,256,0,0.5556375
28107,0.85234375,42,1,0.5549725
28267,0.4375,160,1,0.5524391666666666
28330,0.778515625,63,1,0.5514416666666666
28461,0.539453125,131,1,0.5493675
28597,0.521875,136,1,0.5472141666666667
28690,0.673046875,93,1,0.5457416666666667
28795,0.630859375,105,1,0.5440791666666667
29051,0.0,256,0,0.5400258333333333
29284,0.18085937499999993,233,1,0.5363366666666667
29540,0.0,256,0,0.5322833333333333
29660,0.578125,120,1,0.5303833333333333
29715,0.806640625,55,1,0.5295125
29890,0.384765625,175,1,0.5267416666666667
29962,0.746875,72,1,0.5256016666666667
30122,0.4375,160,1,0.5230683333333334
30264,0.50078125,142,1,0.5208200000000001
30443,0.370703125,179,1,0.5179858333333334
30580,0.518359375,137,1,0.5158166666666667
30680,0.6484375,100,1,0.5142333333333333
30769,0.6871093749999999,89,1,0.5128241666666666
30927,0.44453124999999993,158,1,0.5103225
31066,0.5113281249999999,139,1,0.5081216666666667
31322,0.0,256,0,0.5040683333333333
31578,0.0,256,0,0.500015
31834,0.0,256,0,0.49596166666666663
31915,0.715234375,81,1,0.49467916666666667
32135,0.2265625,220,1,0.4911958333333334
32207,0.746875,72,1,0.49005583333333336
32242,0.876953125,35,1,0.4895016666666667
32343,0.644921875,101,1,0.4879025
32426,0.708203125,83,1,0.4865883333333333
32578,0.46562499999999996,152,1,0.4841816666666666
32834,0.0,256,0,0.4801283333333334
32911,0.729296875,77,1,0.4789091666666667
33002,0.680078125,91,1,0.4774683333333334
33258,0.0,256,0,0.47341500000000003
33514,0.0,256,0,0.4693616666666667
33770,0.0,256,0,0.4653083333333333
34026,0.0,256,0,0.46125499999999997
34179,0.46210937499999993,153,1,0.4588325
34351,0.39531249999999996,172,1,0.4561091666666667
34456,0.630859375,105,1,0.45444666666666667
34658,0.28984374999999996,202,1,0.45124833333333336
34705,0.834765625,47,1,0.4505041666666667
34802,0.658984375,97,1,0.4489683333333333
35058,0.0,256,0,0.44491500000000006
35198,0.5078125,140,1,0.4426983333333333
35230,0.8875,32,1,0.44219166666666665
35338,0.6203125,108,1,0.44048166666666666
35438,0.6484375,100,1,0.4388983333333334
35623,0.349609375,185,1,0.43596916666666663
35663,0.859375,40,1,0.43533583333333337
35919,0.0,256,0,0.4312825
36007,0.690625,88,1,0.42988916666666666
36263,0.0,256,0,0.4258358333333333
36344,0.715234375,81,1,0.42455333333333334
36600,0.0,256,0,0.4205
36770,0.40234375,170,1,0.41780833333333334
37006,0.17031249999999998,236,1,0.4140716666666667
37117,0.609765625,111,1,0.41231416666666665
37209,0.6765625,92,1,0.4108575
37373,0.4234375,164,1,0.4082608333333333
37551,0.37421874999999993,178,1,0.40544250000000004
37613,0.78203125,62,1,0.4044608333333334
37749,0.521875,136,1,0.40230750000000004
37921,0.39531249999999996,172,1,0.39958416666666663
37997,0.7328125,76,1,0.3983808333333333
38195,0.30390624999999993,198,1,0.3952458333333333
38451,0.0,256,0,0.39119250000000005
38516,0.771484375,65,1,0.3901633333333333
38669,0.46210937499999993,153,1,0.3877408333333333
38714,0.841796875,45,1,0.3870283333333333
38800,0.69765625,86,1,0.3856666666666667
38962,0.43046874999999996,162,1,0.3831016666666667
39199,0.16679687499999996,237,1,0.3793491666666666
39301,0.64140625,102,1,0.3777341666666667
39455,0.45859375,154,1,0.3752958333333334
39531,0.7328125,76,1,0.37409250000000005
39657,0.55703125,126,1,0.37209749999999997
39799,0.50078125,142,1,0.3698491666666667
39872,0.743359375,73,1,0.3686933333333333
40128,0.0,256,0,0.36463999999999996
40186,0.79609375,58,1,0.3637216666666667
40396,0.26171875,210,1,0.3603966666666667
40546,0.47265625,150,1,0.3580216666666667
40673,0.553515625,127,1,0.3560108333333334
40756,0.708203125,83,1,0.35469666666666666
40896,0.5078125,140,1,0.35248
41038,0.50078125,142,1,0.3502316666666667
41067,0.898046875,29,1,0.34977250000000004
41284,0.23710937499999996,217,1,0.3463366666666666
41361,0.729296875,77,1,0.34511749999999997
41505,0.49375,144,1,0.3428375
41675,0.40234375,170,1,0.34014583333333337
41761,0.69765625,86,1,0.33878416666666666
41930,0.405859375,169,1,0.33610833333333334
42090,0.4375,160,1,0.33357500000000007
42212,0.57109375,122,1,0.3316433333333333
42281,0.757421875,69,1,0.33055083333333335
42395,0.5992187499999999,114,1,0.3287458333333333
42651,0.0,256,0,0.32469250000000005
42705,0.81015625,54,1,0.3238375
42961,0.0,256,0,0.31978416666666665
43043,0.71171875,82,1,0.31848583333333336
43083,0.859375,40,1,0.3178525
43257,0.38828125,174,1,0.31509750000000003
43513,0.0,256,0,0.3110441666666667
43631,0.58515625,118,1,0.3091758333333333
43772,0.504296875,141,1,0.30694333333333335
43872,0.6484375,100,1,0.30535999999999996
43916,0.8453125,44,1,0.3046633333333334
43979,0.778515625,63,1,0.3036658333333333
44115,0.521875,136,1,0.30151249999999996
44232,0.588671875,117,1,0.29966000000000004
44311,0.7222656249999999,79,1,0.2984091666666667
44352,0.855859375,41,1,0.29776
44376,0.915625,24,1,0.29738
44521,0.490234375,145,1,0.2950841666666667
44777,0.0,256,0,0.29103083333333335
44986,0.265234375,209,1,0.28772166666666665
45196,0.26171875,210,1,0.28439666666666663
45282,0.69765625,86,1,0.28303500000000004
45313,0.891015625,31,1,0.2825441666666667
45538,0.208984375,225,1,0.2789816666666667
45767,0.19492187500000002,229,1,0.27535583333333336
46022,0.103515625,255,1,0.27131833333333333
46153,0.539453125,131,1,0.26924416666666673
46285,0.5359375,132,1,0.2671541666666667
46331,0.83828125,46,1,0.26642583333333336
46363,0.8875,32,1,0.2659191666666667
46416,0.813671875,53,1,0.26508
46564,0.47968749999999993,148,1,0.26273666666666673
46668,0.6343749999999999,104,1,0.26109000000000004
46697,0.898046875,29,1,0.26063083333333337
46826,0.5464843749999999,129,1,0.2585883333333333
46970,0.49375,144,1,0.25630833333333336
47118,0.47968749999999993,148,1,0.253965
47360,0.14921874999999996,242,1,0.2501333333333333
47519,0.441015625,159,1,0.24761583333333337
47688,0.405859375,169,1,0.24494000000000005
47768,0.71875,80,1,0.2436733333333333
47890,0.57109375,122,1,0.24174166666666663
48006,0.5921875,116,1,0.23990500000000003
48035,0.898046875,29,1,0.23944583333333336
48215,0.3671875,180,1,0.23659583333333334
48471,0.0,256,0,0.23254249999999999
48580,0.6167968749999999,109,1,0.23081666666666667
48710,0.54296875,130,1,0.2287583333333334
48762,0.8171875,52,1,0.227935
48918,0.4515625,156,1,0.22546500000000003
49174,0.0,256,0,0.22141166666666667
49388,0.24765625000000002,214,1,0.21802333333333335
49450,0.78203125,62,1,0.2170416666666667
49594,0.49375,144,1,0.21476166666666663
49743,0.476171875,149,1,0.21240250000000005
49999,0.0,256,0,0.2083491666666667
50131,0.5359375,132,1,0.20625916666666666
50387,0.0,256,0,0.2022058333333333
50643,0.0,256,0,0.19815250000000006
50886,0.14570312499999993,243,1,0.19430500000000006
51142,0.0,256,0,0.1902516666666667
51349,0.27226562499999996,207,1,0.18697416666666666
51505,0.4515625,156,1,0.1845041666666667
51761,0.0,256,0,0.18045083333333334
51855,0.6695312499999999,94,1,0.17896250000000002
51934,0.7222656249999999,79,1,0.1777116666666667
52039,0.630859375,105,1,0.1760491666666667
52169,0.54296875,130,1,0.17399083333333332
52207,0.86640625,38,1,0.1733891666666667
52463,0.0,256,0,0.16933583333333335
52719,0.0,256,0,0.1652825
52902,0.35664062499999993,183,1,0.162385
52956,0.81015625,54,1,0.16153000000000006
53022,0.76796875,66,1,0.160485
53168,0.48671875,146,1,0.1581733333333334
53301,0.532421875,133,1,0.15606750000000003
53368,0.764453125,67,1,0.15500666666666663
53565,0.30742187499999996,197,1,0.15188750000000006
53637,0.746875,72,1,0.15074750000000003
53698,0.785546875,61,1,0.1497816666666667
53755,0.799609375,57,1,0.14887916666666667
53858,0.637890625,103,1,0.14724833333333331
54114,0.0,256,0,0.14319499999999996
54370,0.0,256,0,0.13914166666666672
54626,0.0,256,0,0.13508833333333337
54882,0.0,256,0,0.131035
55138,0.0,256,0,0.12698166666666666
55394,0.0,256,0,0.1229283333333333
55650,0.0,256,0,0.11887500000000006
55906,0.0,256,0,0.11482166666666671
55975,0.757421875,69,1,0.11372916666666666
56003,0.9015625,28,1,0.11328583333333331
56139,0.521875,136,1,0.11113249999999997
56306,0.41289062499999996,167,1,0.1084883333333333
56390,0.7046874999999999,84,1,0.10715833333333336
56646,0.0,256,0,0.103105
56902,0.0,256,0,0.09905166666666665
57046,0.49375,144,1,0.0967716666666667
57119,0.743359375,73,1,0.09561583333333334
57363,0.14218750000000002,244,1,0.09175250000000001
57619,0.0,256,0,0.08769916666666666
57726,0.623828125,107,1,0.086005
57982,0.0,256,0,0.08195166666666664
58238,0.0,256,0,0.0778983333333334
58494,0.0,256,0,0.07384500000000005
58750,0.0,256,0,0.0697916666666667
59006,0.0,256,0,0.06573833333333334
59062,0.803125,56,1,0.06485166666666664
59106,0.8453125,44,1,0.06415499999999996
59362,0.0,256,0,0.06010166666666672
59618,0.0,256,0,0.05604833333333337
59874,0.0,256,0,0.05199500000000001
60130,0.0,256,0,0.05
60386,0.0,256,0,0.05
60642,0.0,256,0,0.05
60898,0.0,256,0,0.05
61037,0.5113281249999999,139,1,0.05
61293,0.0,256,0,0.05
61549,0.0,256,0,0.05
61638,0.6871093749999999,89,1,0.05
61854,0.24062499999999998,216,1,0.05
62110,0.0,256,0,0.05
62366,0.0,256,0,0.05
62622,0.0,256,0,0.05
62709,0.694140625,87,1,0.05
62932,0.21601562499999993,223,1,0.05
63060,0.55,128,1,0.05
63127,0.764453125,67,1,0.05
63383,0.0,256,0,0.05
63639,0.0,256,0,0.05
63895,0.0,256,0,0.05
64151,0.0,256,0,0.05
64407,0.0,256,0,0.05
64663,0.0,256,0,0.05
64919,0.0,256,0,0.05
64970,0.820703125,51,1,0.05
65137,0.41289062499999996,167,1,0.05
65161,0.915625,24,1,0.05
65210,0.827734375,49,1,0.05
65242,0.8875,32,1,0.05
65305,0.778515625,63,1,0.05
65318,0.954296875,13,1,0.05
65354,0.8734375,36,1,0.05
65397,0.848828125,43,1,0.05
65484,0.694140625,87,1,0.05
65736,0.11406249999999996,252,1,0.05
65947,0.258203125,211,1,0.05
65960,0.954296875,13,1,0.05
66054,0.6695312499999999,94,1,0.05
66081,0.905078125,27,1,0.05
66133,0.8171875,52,1,0.05
66226,0.673046875,93,1,0.05
66282,0.803125,56,1,0.05
66358,0.7328125,76,1,0.05
66413,0.806640625,55,1,0.05
66608,0.314453125,195,1,0.05
66864,0.0,256,0,0.05
66924,0.7890625,60,1,0.05
67029,0.630859375,105,1,0.05
67127,0.65546875,98,1,0.05
67140,0.954296875,13,1,0.05
67198,0.79609375,58,1,0.05
67211,0.954296875,13,1,0.05
67222,0.961328125,11,1,0.05
67320,0.65546875,98,1,0.05
67527,0.27226562499999996,207,1,0.05
67676,0.476171875,149,1,0.05
67932,0.0,256,0,0.05
68188,0.0,256,0,0.05
68434,0.13515624999999998,246,1,0.05
68690,0.0,256,0,0.05
68873,0.35664062499999993,183,1,0.05
69066,0.32148437499999993,193,1,0.05
69144,0.72578125,78,1,0.05
69155,0.961328125,11,1,0.05
69166,0.961328125,11,1,0.05
69305,0.5113281249999999,139,1,0.05
69404,0.6519531249999999,99,1,0.05
69470,0.76796875,66,1,0.05
69551,0.715234375,81,1,0.05
69807,0.0,256,0,0.05
69838,0.891015625,31,1,0.05
69906,0.7609375,68,1,0.05
70115,0.265234375,209,1,0.05
70174,0.792578125,59,1,0.05
70195,0.926171875,21,1,0.05
70370,0.384765625,175,1,0.05
70442,0.746875,72,1,0.05
70453,0.961328125,11,1,0.05
70535,0.71171875,82,1,0.05
70762,0.20195312499999996,227,1,0.05
70773,0.961328125,11,1,0.05
70846,0.743359375,73,1,0.05
70857,0.961328125,11,1,0.05
70868,0.961328125,11,1,0.05
71098,0.19140625,230,1,0.05
71165,0.764453125,67,1,0.05
71354,0.335546875,189,1,0.05
71365,0.961328125,11,1,0.05
71376,0.961328125,11,1,0.05
71387,0.961328125,11,1,0.05
71403,0.94375,16,1,0.05
71414,0.961328125,11,1,0.05
71427,0.954296875,13,1,0.05
71527,0.6484375,100,1,0.05
71538,0.961328125,11,1,0.05
71555,0.940234375,17,1,0.05
71648,0.673046875,93,1,0.05
71740,0.6765625,92,1,0.05
71818,0.72578125,78,1,0.05
72074,0.0,256,0,0.05
72085,0.961328125,11,1,0.05
72144,0.792578125,59,1,0.05
72155,0.961328125,11,1,0.05
72219,0.775,64,1,0.05
72230,0.961328125,11,1,0.05
72301,0.750390625,71,1,0.05
72356,0.806640625,55,1,0.05
72367,0.961328125,11,1,0.05
72378,0.961328125,11,1,0.05
72502,0.5640624999999999,124,1,0.05
72513,0.961328125,11,1,0.05
72524,0.961328125,11,1,0.05
72535,0.961328125,11,1,0.05
72546,0.961328125,11,1,0.05
72557,0.961328125,11,1,0.05
72570,0.954296875,13,1,0.05
72583,0.954296875,13,1,0.05
72594,0.961328125,11,1,0.05
72605,0.961328125,11,1,0.05
72616,0.961328125,11,1,0.05
72627,0.961328125,11,1,0.05
72706,0.7222656249999999,79,1,0.05
72717,0.961328125,11,1,0.05
72735,0.93671875,18,1,0.05
72746,0.961328125,11,1,0.05
72757,0.961328125,11,1,0.05
72800,0.848828125,43,1,0.05
72811,0.961328125,11,1,0.05
72822,0.961328125,11,1,0.05
72885,0.778515625,63,1,0.05
72900,0.947265625,15,1,0.05
72987,0.694140625,87,1,0.05
72998,0.961328125,11,1,0.05
73187,0.335546875,189,1,0.05
73200,0.954296875,13,1,0.05
73293,0.673046875,93,1,0.05
73304,0.961328125,11,1,0.05
73315,0.961328125,11,1,0.05
73386,0.750390625,71,1,0.05
73495,0.6167968749999999,109,1,0.05
73510,0.947265625,15,1,0.05
73521,0.961328125,11,1,0.05
73552,0.891015625,31,1,0.05
73563,0.961328125,11,1,0.05
73574,0.961328125,11,1,0.05
73585,0.961328125,11,1,0.05
73652,0.764453125,67,1,0.05
73663,0.961328125,11,1,0.05
73703,0.859375,40,1,0.05
73714,0.961328125,11,1,0.05
73779,0.771484375,65,1,0.05
73790,0.961328125,11,1,0.05
73801,0.961328125,11,1,0.05
73814,0.954296875,13,1,0.05
73825,0.961328125,11,1,0.05
73942,0.588671875,117,1,0.05
73953,0.961328125,11,1,0.05
74026,0.743359375,73,1,0.05
74083,0.799609375,57,1,0.05
74102,0.933203125,19,1,0.05
74113,0.961328125,11,1,0.05
74124,0.961328125,11,1,0.05
74135,0.961328125,11,1,0.05
74182,0.834765625,47,1,0.05
74193,0.961328125,11,1,0.05
74204,0.961328125,11,1,0.05
74237,0.883984375,33,1,0.05
74248,0.961328125,11,1,0.05
74285,0.869921875,37,1,0.05
74298,0.954296875,13,1,0.05
74309,0.961328125,11,1,0.05
74320,0.961328125,11,1,0.05
74331,0.961328125,11,1,0.05
74400,0.757421875,69,1,0.05
74411,0.961328125,11,1,0.05
74422,0.961328125,11,1,0.05
74433,0.961328125,11,1,0.05
74488,0.806640625,55,1,0.05
74499,0.961328125,11,1,0.05
74514,0.947265625,15,1,0.05
74525,0.961328125,11,1,0.05
74539,0.95078125,14,1,0.05
74560,0.926171875,21,1,0.05
74571,0.961328125,11,1,0.05
74582,0.961328125,11,1,0.05
74593,0.961328125,11,1,0.05
74634,0.855859375,41,1,0.05
74645,0.961328125,11,1,0.05
74656,0.961328125,11,1,0.05
74667,0.961328125,11,1,0.05
74678,0.961328125,11,1,0.05
74689,0.961328125,11,1,0.05
74700,0.961328125,11,1,0.05
74711,0.961328125,11,1,0.05
74722,0.961328125,11,1,0.05
74779,0.799609375,57,1,0.05
74790,0.961328125,11,1,0.05
74801,0.961328125,11,1,0.05
74812,0.961328125,11,1,0.05
74823,0.961328125,11,1,0.05
74836,0.954296875,13,1,0.05
74847,0.961328125,11,1,0.05
74858,0.961328125,11,1,0.05
74871,0.954296875,13,1,0.05
74884,0.954296875,13,1,0.05
74897,0.954296875,13,1,0.05
74908,0.961328125,11,1,0.05
74919,0.961328125,11,1,0.05
74930,0.961328125,11,1,0.05
74943,0.954296875,13,1,0.05
74996,0.813671875,53,1,0.05
75009,0.954296875,13,1,0.05
75022,0.954296875,13,1,0.05
75035,0.954296875,13,1,0.05
75046,0.961328125,11,1,0.05
75061,0.947265625,15,1,0.05
75072,0.961328125,11,1,0.05
75083,0.961328125,11,1,0.05
75094,0.961328125,11,1,0.05
75105,0.961328125,11,1,0.05
75140,0.876953125,35,1,0.05
75151,0.961328125,11,1,0.05
75162,0.961328125,11,1,0.05
75175,0.954296875,13,1,0.05
75186,0.961328125,11,1,0.05
75199,0.954296875,13,1,0.05
75210,0.961328125,11,1,0.05
75221,0.961328125,11,1,0.05
75232,0.961328125,11,1,0.05
75243,0.961328125,11,1,0.05
75268,0.912109375,25,1,0.05
75279,0.961328125,11,1,0.05
75292,0.954296875,13,1,0.05
75303,0.961328125,11,1,0.05
75318,0.947265625,15,1,0.05
75329,0.961328125,11,1,0.05
75340,0.961328125,11,1,0.05
75353,0.954296875,13,1,0.05
75364,0.961328125,11,1,0.05
75377,0.954296875,13,1,0.05
75402,0.912109375,25,1,0.05
75413,0.961328125,11,1,0.05
75424,0.961328125,11,1,0.05
75435,0.961328125,11,1,0.05
75446,0.961328125,11,1,0.05
75485,0.862890625,39,1,0.05
75496,0.961328125,11,1,0.05
75507,0.961328125,11,1,0.05
75518,0.961328125,11,1,0.05
75529,0.961328125,11,1,0.05
75540,0.961328125,11,1,0.05
75551,0.961328125,11,1,0.05
75562,0.961328125,11,1,0.05
75573,0.961328125,11,1,0.05
75584,0.961328125,11,1,0.05
75595,0.961328125,11,1,0.05
75606,0.961328125,11,1,0.05
75617,0.961328125,11,1,0.05
75630,0.954296875,13,1,0.05
75662,0.8875,32,1,0.05
75673,0.961328125,11,1,0.05
75686,0.954296875,13,1,0.05
75697,0.961328125,11,1,0.05
75708,0.961328125,11,1,0.05
75721,0.954296875,13,1,0.05
75732,0.961328125,11,1,0.05
75743,0.961328125,11,1,0.05
75758,0.947265625,15,1,0.05
75769,0.961328125,11,1,0.05
75780,0.961328125,11,1,0.05
75807,0.905078125,27,1,0.05
75818,0.961328125,11,1,0.05
75829,0.961328125,11,1,0.05
75848,0.933203125,19,1,0.05
75859,0.961328125,11,1,0.05
75872,0.954296875,13,1,0.05
75883,0.961328125,11,1,0.05
75894,0.961328125,11,1,0.05
75905,0.961328125,11,1,0.05
75916,0.961328125,11,1,0.05
75927,0.961328125,11,1,0.05
75938,0.961328125,11,1,0.05
75975,0.869921875,37,1,0.05
75986,0.961328125,11,1,0.05
75997,0.961328125,11,1,0.05
76008,0.961328125,11,1,0.05
76019,0.961328125,11,1,0.05
76030,0.961328125,11,1,0.05
76052,0.92265625,22,1,0.05
76114,0.78203125,62,1,0.05
76127,0.954296875,13,1,0.05
76138,0.961328125,11,1,0.05
76151,0.954296875,13,1,0.05
76162,0.961328125,11,1,0.05
76175,0.954296875,13,1,0.05
76186,0.961328125,11,1,0.05
76201,0.947265625,15,1,0.05
76218,0.940234375,17,1,0.05
76229,0.961328125,11,1,0.05
76242,0.954296875,13,1,0.05
76253,0.961328125,11,1,0.05
76270,0.940234375,17,1,0.05
76281,0.961328125,11,1,0.05
76292,0.961328125,11,1,0.05
76337,0.841796875,45,1,0.05
76352,0.947265625,15,1,0.05
76367,0.947265625,15,1,0.05
76382,0.947265625,15,1,0.05
76417,0.876953125,35,1,0.05
76428,0.961328125,11,1,0.05
76480,0.8171875,52,1,0.05
76491,0.961328125,11,1,0.05
76540,0.827734375,49,1,0.05
76598,0.79609375,58,1,0.05
76627,0.898046875,29,1,0.05
76662,0.876953125,35,1,0.05
76673,0.961328125,11,1,0.05
76736,0.778515625,63,1,0.05
76810,0.7398437499999999,74,1,0.05
76922,0.60625,112,1,0.05
77037,0.595703125,115,1,0.05
