env_id,N,baseline_reward_mean,baseline_reward_std,shaped_reward_mean,shaped_reward_std,reward_pct_improvement,reward_W,reward_Z,reward_p,reward_r,reward_sig,reward_effect_label,baseline_goal_mean,baseline_goal_std,shaped_goal_mean,shaped_goal_std,goal_pct_improvement,goal_W,goal_Z,goal_p,goal_r,goal_sig,goal_effect_label
MiniGrid-DoorKey-10x10-v0,3,-10.0,0.0,-3.0019,6.0622,69.98,0.0,0.6745,0.5,0.3894,ns,Medium,0.0,0.0,0.6367,0.5525,0.0,0.0,0.6745,0.5,0.3894,ns,Medium
MiniGrid-Empty-Random-10x10-v0,3,-1.7266,2.3197,0.9089,0.0363,152.64,0.0,0.6745,0.5,0.3894,ns,Medium,0.38,0.5373,1.0,0.0,163.16,0.0,0.6745,0.5,0.3894,ns,Medium
