env_id,N,baseline_reward_mean,baseline_reward_std,shaped_reward_mean,shaped_reward_std,reward_pct_improvement,reward_W,reward_Z,reward_p,reward_r,reward_sig,reward_effect_label,baseline_goal_mean,baseline_goal_std,shaped_goal_mean,shaped_goal_std,goal_pct_improvement,goal_W,goal_Z,goal_p,goal_r,goal_sig,goal_effect_label
MiniGrid-DoorKey-8x8-v0,10,-2.7756,3.8205,0.5837,0.7414,121.03,10.0,1.728,0.083984375,0.5464,ns,Large,0.498,0.525,0.96,0.1128,92.77,2.0,1.9874,0.046875,0.6285,*,Large
MiniGrid-Empty-Random-8x8-v0,10,0.7006,0.768,0.7061,0.7105,0.79,6.0,0.7764,0.4375,0.2455,ns,Small,0.921,0.2463,0.92,0.2356,-0.11,4.0,0.1573,0.875,0.0497,ns,Negligible
