env_id,N,baseline_reward_mean,baseline_reward_std,shaped_reward_mean,shaped_reward_std,reward_pct_improvement,reward_W,reward_Z,reward_p,reward_r,reward_sig,reward_effect_label,baseline_goal_mean,baseline_goal_std,shaped_goal_mean,shaped_goal_std,goal_pct_improvement,goal_W,goal_Z,goal_p,goal_r,goal_sig,goal_effect_label
MiniGrid-DoorKey-10x10-v0,10,-10.0,0.0,-0.0355,2.061,99.65,0.0,3.0973,0.001953125,0.9794,**,Large,0.0,0.0,0.914,0.2048,0.0,0.0,3.0973,0.001953125,0.9794,**,Large
MiniGrid-Empty-Random-10x10-v0,10,0.1316,1.6632,0.5072,1.369,285.44,11.0,0.4023,0.6875,0.1272,ns,Small,0.807,0.3965,0.911,0.2814,12.89,0.0,1.1503,0.25,0.3638,ns,Medium
