env_id,seed,baseline_mean_reward,rs_ddqn_mean_reward,reward_diff,baseline_goal_rate,rs_ddqn_goal_rate,goal_rate_diff,baseline_eval_episodes,rs_ddqn_eval_episodes
MiniGrid-Empty-Random-6x6-v0,1,0.9568368421052634,0.9594183105715735,0.002581468466310022,0.9992105263157894,1.0,0.0007894736842105621,3800,3954
MiniGrid-Empty-Random-6x6-v0,2,0.9796371641111282,0.9796371641111282,0.0,1.0,1.0,0.0,6587,6587
MiniGrid-Empty-Random-6x6-v0,3,0.9376053294922575,0.9382363441627987,0.0006310146705411634,0.9996398991717681,0.9996429846483399,3.085476571795809e-06,2777,2801
MiniGrid-Empty-Random-6x6-v0,4,0.9642270102176808,0.969536718591948,0.005309708374267252,0.998223011994669,1.0,0.0017769880053309928,4502,4943
MiniGrid-Empty-Random-6x6-v0,5,0.9588238289205705,0.9582669425763064,-0.0005568863442640959,0.9997454175152749,0.9992240041386445,-0.0005214133766303641,3928,3866
MiniGrid-Empty-Random-6x6-v0,6,0.9593542669030137,0.9594157814871019,6.151458408820698e-05,1.0,1.0,0.0,3949,3954
MiniGrid-Empty-Random-6x6-v0,7,0.9887660775907143,0.9896158157546114,0.0008497381638971069,0.9996862909128934,1.0,0.00031370908710659506,9563,9813
MiniGrid-Empty-Random-6x6-v0,8,0.9694402758061245,0.9643521816562776,-0.0050880941498469,1.0,0.9984416740872663,-0.001558325912733749,4931,4492
MiniGrid-Empty-Random-6x6-v0,9,0.9896933698852676,0.9881811377245511,-0.001512232160716498,1.0,0.9995722840034217,-0.00042771599657831505,9849,9352
MiniGrid-Empty-Random-6x6-v0,10,0.9244566133108677,0.9253456221198157,0.0008890088089480441,0.997893850042123,0.9991621281943862,0.001268278152263158,2374,2387
