env_id,N,baseline_reward_mean,baseline_reward_std,shaped_reward_mean,shaped_reward_std,reward_pct_improvement,reward_W,reward_Z,reward_p,reward_r,reward_sig,reward_effect_label,baseline_goal_mean,baseline_goal_std,shaped_goal_mean,shaped_goal_std,goal_pct_improvement,goal_W,goal_Z,goal_p,goal_r,goal_sig,goal_effect_label
MiniGrid-DoorKey-8x8-v0,3,-1.6845,4.0864,0.8245,0.0207,148.95,1.0,0.6745,0.5,0.3894,ns,Medium,0.6467,0.5608,1.0,0.0,54.64,0.0,0.6745,0.5,0.3894,ns,Medium
MiniGrid-Empty-Random-8x8-v0,3,-0.9184,1.6397,0.9318,0.0306,201.46,1.0,0.6745,0.5,0.3894,ns,Medium,0.4367,0.497,1.0,0.0,129.01,0.0,0.6745,0.5,0.3894,ns,Medium
