env_id,seed,baseline_mean_reward,rs_ddqn_mean_reward,reward_diff,baseline_goal_rate,rs_ddqn_goal_rate,goal_rate_diff,baseline_eval_episodes,rs_ddqn_eval_episodes
MiniGrid-Empty-Random-10x10-v0,1,-0.6085867895545256,0.9085308441558441,1.5171176337103698,0.423963133640553,1.0,0.5760368663594471,651,9856
MiniGrid-Empty-Random-10x10-v0,2,-0.16569334836527227,0.9294766084225782,1.0951699567878506,0.6020293122886133,1.0,0.39797068771138666,887,12419
MiniGrid-Empty-Random-10x10-v0,3,-0.1136612021857895,0.849711492226318,0.9633726944121075,0.6076502732240437,0.9998397179035102,0.3921894446794665,915,6239
MiniGrid-Empty-Random-10x10-v0,4,0.9423716778251168,0.9431016393442625,0.0007299615191457276,0.9982416987894772,0.9979672131147541,-0.0002744856747231017,14787,15250
MiniGrid-Empty-Random-10x10-v0,5,0.9868113623188407,0.986526372620361,-0.00028498969847967626,0.9999536231884057,0.9999295791178611,-2.404407054468205e-05,43125,42601
MiniGrid-Empty-Random-10x10-v0,6,0.9066732100423596,0.908657276043778,0.0019840660014184275,0.9998966835416881,1.0,0.00010331645831185288,9679,9868
MiniGrid-Empty-Random-10x10-v0,7,0.9643657022907732,0.9646636141082602,0.00029791181748695106,1.0,1.0,0.0,21914,22058
MiniGrid-Empty-Random-10x10-v0,8,0.9301214154485181,0.9278971924367682,-0.0022242230117499595,1.0,0.9994270279119261,-0.000572972088073942,12519,12217
MiniGrid-Empty-Random-10x10-v0,9,0.9514856641310707,0.9518125218200861,0.000326857689015414,1.0,1.0,0.0,17090,17186
MiniGrid-Empty-Random-10x10-v0,10,0.8521638257575755,0.8453893004115226,-0.00677452534605294,1.0,0.9993415637860082,-0.0006584362139917532,6336,6075
