env_id,seed,baseline_mean_reward,rs_ddqn_mean_reward,reward_diff,baseline_goal_rate,rs_ddqn_goal_rate,goal_rate_diff,baseline_eval_episodes,rs_ddqn_eval_episodes
MiniGrid-DoorKey-10x10-v0,1,-9.583942307692144,0.6976639600249844,10.281606267717128,0.0,0.9925046845721424,0.9925046845721424,104,3202
MiniGrid-DoorKey-10x10-v0,2,-9.999999999999833,0.7539370683039142,10.753937068303747,0.0,0.9923254029163469,0.9923254029163469,100,3909
MiniGrid-DoorKey-10x10-v0,3,-9.999999999999833,0.7236457142857146,10.723645714285547,0.0,0.9817142857142858,0.9817142857142858,100,3500
MiniGrid-DoorKey-10x10-v0,4,-2.219070512820482,0.6558456659619456,2.874916178782428,0.15705128205128205,0.9756871035940803,0.8186358215427982,312,2838
MiniGrid-DoorKey-10x10-v0,5,-9.999999999999833,0.783168518938535,10.783168518938368,0.0,0.9897936039918349,0.9897936039918349,100,4409
MiniGrid-DoorKey-10x10-v0,6,-9.999999999999833,0.807688593844297,10.80768859384413,0.0,0.9913498290082479,0.9913498290082479,100,4971
MiniGrid-DoorKey-10x10-v0,7,-9.999999999999833,0.7796594569719283,10.77965945697176,0.0,0.9912563276576162,0.9912563276576162,100,4346
MiniGrid-DoorKey-10x10-v0,8,-9.977425742574091,-9.999999999999833,-0.022574257425741706,0.0,0.0,0.0,101,100
MiniGrid-DoorKey-10x10-v0,9,-9.948910891088943,0.7545389527458493,10.703449843834791,0.0,0.9933588761174968,0.9933588761174968,101,3915
MiniGrid-DoorKey-10x10-v0,10,-9.999999999999833,0.605338050314468,10.605338050314302,0.0,0.9559748427672956,0.9559748427672956,100,2544
