global_step,epsilon,td_loss,q_value,stuck_rate,mean_penalty
0,1.0,nan,nan,0.0,0.0
1000,0.9472222222222222,nan,nan,0.108,0.0
2000,0.8944444444444445,nan,nan,0.112,0.0
3000,0.8416666666666667,nan,nan,0.108,0.0
4000,0.7888888888888889,nan,nan,0.178,0.0
5000,0.7361111111111112,nan,nan,0.165,0.0
6000,0.6833333333333333,0.004593323450535536,0.04348897561430931,0.194,0.0
7000,0.6305555555555555,0.0027013958897441626,0.049059733748435974,0.261,0.0
8000,0.5777777777777777,0.0002876250946428627,0.06085466593503952,0.257,0.0
9000,0.525,0.00029582978459075093,0.06164509057998657,0.226,0.0
10000,0.4722222222222222,8.622874156571925e-05,0.07585784792900085,0.309,0.0
11000,0.4194444444444445,0.0009730408783070743,0.09344138205051422,0.316,0.0
12000,0.3666666666666667,0.00022233386698644608,0.10464265942573547,0.301,0.0
13000,0.3138888888888889,0.0025868001393973827,0.1256386786699295,0.146,0.0
14000,0.26111111111111107,0.00045588816283270717,0.1378626674413681,0.116,0.0
15000,0.20833333333333337,0.0034936803858727217,0.16794346272945404,0.023,0.0
16000,0.15555555555555556,0.0077373068779706955,0.172418475151062,0.007,0.0
17000,0.10277777777777775,0.008038569241762161,0.23577120900154114,0.011,0.0
18000,0.050000000000000044,0.0062212031334638596,0.25885072350502014,0.0,0.0
19000,0.05,0.002949646208435297,0.30196404457092285,0.032,0.0
20000,0.05,0.001677954918704927,0.3369610905647278,0.15,0.0
21000,0.05,0.004923973698168993,0.3805015981197357,0.115,0.0
22000,0.05,0.0027581232134252787,0.37829676270484924,0.109,0.0
23000,0.05,0.005524101667106152,0.422464519739151,0.068,0.0
24000,0.05,0.004330666735768318,0.43619391322135925,0.064,0.0
25000,0.05,0.002679162658751011,0.4483790099620819,0.146,0.0
26000,0.05,0.006349658127874136,0.45985761284828186,0.117,0.0
27000,0.05,0.0024882806465029716,0.4769349694252014,0.1,0.0
28000,0.05,0.0033743123058229685,0.48956289887428284,0.053,0.0
29000,0.05,0.0036794692277908325,0.509426474571228,0.16,0.0
