env_id,N,baseline_reward_mean,baseline_reward_std,shaped_reward_mean,shaped_reward_std,reward_pct_improvement,reward_W,reward_Z,reward_p,reward_r,reward_sig,reward_effect_label,baseline_goal_mean,baseline_goal_std,shaped_goal_mean,shaped_goal_std,goal_pct_improvement,goal_W,goal_Z,goal_p,goal_r,goal_sig,goal_effect_label
MiniGrid-DoorKey-6x6-v0,10,0.7978,0.1955,0.8679,0.0453,8.78,27.5,0.0,1.0,0.0,ns,Negligible,0.974,0.0548,0.993,0.0134,1.95,6.0,0.2372,0.8125,0.075,ns,Negligible
MiniGrid-Empty-Random-6x6-v0,10,0.9634,0.0203,0.96,0.0253,-0.36,2.0,0.8871,0.375,0.2805,ns,Small,1.0,0.0,0.997,0.0095,-0.3,0.0,0.0,1.0,0.0,ns,Negligible
