global_step,epsilon,td_loss,q_value,stuck_rate,mean_penalty
88000,0.05,0.0031748509500175714,0.5167028903961182,0.435,0.0
89000,0.05,3.2189000194193795e-05,0.5152251124382019,0.354,0.0
90000,0.05,2.6610432541929185e-05,0.51162189245224,0.493,0.0
91000,0.05,1.252613128599478e-05,0.5118560194969177,0.447,0.0
92000,0.05,1.6044816220528446e-05,0.5063841342926025,0.313,0.0
93000,0.05,0.002054243115708232,0.5101738572120667,0.378,0.0
94000,0.05,0.001948590506799519,0.5051995515823364,0.391,0.0
95000,0.05,6.362586282193661e-05,0.49932417273521423,0.451,0.0
96000,0.05,5.37236628588289e-05,0.5048978328704834,0.381,0.0
97000,0.05,0.001962900161743164,0.5038133859634399,0.556,0.0
98000,0.05,1.778195655788295e-05,0.5028966665267944,0.442,0.0
99000,0.05,4.004984657512978e-05,0.5029043555259705,0.571,0.0
